#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,Genes,Host,Modify Date,RefSeq category,tRNA
"Burkholderia cepacia ATCC 25416","Bacteria;Proteobacteria;Betaproteobacteria","UCB 717","SAMN04167160","PRJNA298860","GCA_001411495.1","Complete",8.60595,66.5956,"chromosome 1:NZ_CP012981.1/CP012981.1; chromosome 2:NZ_CP012982.1/CP012982.1; chromosome 3:NZ_CP012983.1/CP012983.1; plasmid pBC25416:NZ_CP012984.1/CP012984.1",,4,7614,"2015-10-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/411/495/GCA_001411495.1_ASM141149v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/411/495/GCF_001411495.1_ASM141149v1",8014,"human","2017-04-04T00:00:00Z","representative",69
"Helicobacter cinaedi CCUG 18818 = ATCC BAA-847","Bacteria;Proteobacteria;delta/epsilon subdivisions","ATCC BAA-847","SAMD00061010","PRJDB113","GCA_000349975.1","Complete",2.24013,38.3,"chromosome 1:NC_020555.1/AP012492.1",,1,2208,"2012-07-18T23:03:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/975/GCA_000349975.1_ASM34997v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/975/GCF_000349975.1_ASM34997v1",2321,"human","2017-04-08T00:00:00Z","representative",39
"Borrelia miyamotoi LB-2001","Bacteria;Spirochaetes;Spirochaetia","LB-2001","SAMN02604147","PRJNA192621","GCA_000445425.4","Complete",0.937966,28.6967,"chromosome:NC_022079.2/CP006647.2; plasmid lpB:NZ_CP010328.2/CP010328.2",,2,800,"2013-08-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/425/GCA_000445425.4_ASM44542v4","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/425/GCF_000445425.4_ASM44542v4",872,"human","2017-04-11T00:00:00Z","representative",31
"Mycobacterium haemophilum DSM 44634","Bacteria;Terrabacteria group;Actinobacteria","ATCC 29548","SAMN01918491","PRJNA171821","GCA_000340435.3","Complete",4.23576,63.9,"chromosome:NZ_CP011883.2/CP011883.2",,1,3750,"2015-06-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/435/GCA_000340435.3_ASM34043v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/435/GCF_000340435.2_ASM34043v3",4027,"human","2017-04-11T00:00:00Z","representative",45
"Corynebacterium diphtheriae","Bacteria;Terrabacteria group;Actinobacteria","NCTC11397","SAMEA2517360","PRJEB6403","GCA_001457455.1","Complete",2.46367,53.5,"chromosome 1:NZ_LN831026.1/LN831026.1",,1,2196,"2015-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/457/455/GCA_001457455.1_NCTC11397","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/455/GCF_001457455.1_NCTC11397",2398,"human","2017-04-04T00:00:00Z","representative",54
"Achromobacter xylosoxidans","Bacteria;Proteobacteria;Betaproteobacteria","NCTC10807","SAMEA2517358","PRJEB6403","GCA_001457475.1","Complete",6.81318,67.4,"chromosome 1:NZ_LN831029.1/LN831029.1",,1,6087,"2015-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/457/475/GCA_001457475.1_NCTC10807","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/475/GCF_001457475.1_NCTC10807",6235,"human","2017-04-05T00:00:00Z","representative",57
"Nocardia farcinica","Bacteria;Terrabacteria group;Actinobacteria","NCTC11134","SAMEA2498477","PRJEB6403","GCA_001182745.2","Complete",6.45978,70.6053,"chromosome 1:NZ_LN868938.1/LN868938.1; plasmid 2:NZ_LN868939.1/LN868939.1; plasmid 3:NZ_LN868940.1/LN868940.1; plasmid 4:NZ_LN868941.1/LN868941.1; plasmid 5:NZ_LN868942.1/LN868942.1",,5,5870,"2015-07-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/182/745/GCA_001182745.2_NCTC11134","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/182/745/GCF_001182745.1_NCTC11134",6114,"human","2018-04-03T00:00:00Z","representative",58
"Cutibacterium avidum 44067","Bacteria;Terrabacteria group;Actinobacteria","44067","SAMN02603001","PRJNA157751","GCA_000367205.1","Complete",2.52614,63.5,"chromosome:NC_021064.1/CP005287.1",,1,2198,"2013-04-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/205/GCA_000367205.1_ASM36720v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/205/GCF_000367205.1_ASM36720v1",2348,"human","2017-09-10T00:00:00Z","representative",46
"Enterococcus casseliflavus EC20","Bacteria;Terrabacteria group;Firmicutes","EC20","SAMN02596921","PRJNA32935","GCA_000157355.2","Complete",3.42728,42.8,"chromosome:NC_020995.1/CP004856.1",,1,3148,"2013-04-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/157/355/GCA_000157355.2_ASM15735v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/355/GCF_000157355.2_ASM15735v2",3285,"human","2017-04-01T00:00:00Z","representative",60
"Mannheimia haemolytica M42548","Bacteria;Proteobacteria;Gammaproteobacteria","M42548","SAMN02603277","PRJNA196475","GCA_000376645.1","Complete",2.73187,41,"chromosome:NC_021082.1/CP005383.1",,1,2651,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/376/645/GCA_000376645.1_ASM37664v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/645/GCF_000376645.1_ASM37664v1",2803,"human","2017-04-01T00:00:00Z","representative",61
"Aerococcus urinae","Bacteria;Terrabacteria group;Firmicutes","CCUG36881","SAMN04419113","PRJNA308559","GCA_001543175.1","Complete",1.97426,42.6,"chromosome:NZ_CP014161.1/CP014161.1",,1,1715,"2016-02-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/543/175/GCA_001543175.1_ASM154317v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/175/GCF_001543175.1_ASM154317v1",1801,"human","2017-04-11T00:00:00Z","representative",60
"Actinomyces oris","Bacteria;Terrabacteria group;Actinobacteria","T14V","SAMN04435864","PRJNA282954","GCA_001553935.1","Complete",3.04292,68.5,"chromosome:NZ_CP014232.1/CP014232.1",,1,2393,"2016-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/935/GCA_001553935.1_ASM155393v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/935/GCF_001553935.1_ASM155393v1",2516,"human","2017-04-04T00:00:00Z","representative",50
"Streptococcus cristatus AS 1.3089","Bacteria;Terrabacteria group;Firmicutes","AS 1.3089","SAMN02603400","PRJNA192658","GCA_000385925.1","Complete",2.1421,42.1,"chromosome:NC_021175.1/CP004409.1",,1,1983,"2013-05-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/925/GCA_000385925.1_ASM38592v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/925/GCF_000385925.1_ASM38592v1",2203,"human","2017-09-10T00:00:00Z","representative",50
"Mycolicibacterium phlei","Bacteria;Terrabacteria group;Actinobacteria","CCUG 21000","SAMN04481318","PRJNA311273","GCA_001583415.1","Complete",5.34964,69.4,"chromosome:NZ_CP014475.1/CP014475.1",,1,4943,"2016-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/583/415/GCA_001583415.1_ASM158341v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/583/415/GCF_001583415.1_ASM158341v1",5145,"human","2017-04-12T00:00:00Z","representative",46
"Aggregatibacter actinomycetemcomitans","Bacteria;Proteobacteria;Gammaproteobacteria","624","SAMN03799081","PRJNA288377","GCA_001594265.1","Complete",2.36791,44.2,"chromosome:NZ_CP012959.1/CP012959.1",,1,2219,"2016-03-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/594/265/GCA_001594265.1_ASM159426v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/594/265/GCF_001594265.1_ASM159426v1",2397,"human","2017-04-05T00:00:00Z","representative",54
"Pseudomonas alcaligenes","Bacteria;Proteobacteria;Gammaproteobacteria","NEB 585","SAMN04539664","PRJNA314705","GCA_001597285.1","Complete",4.4063,65.5,"chromosome:NZ_CP014784.1/CP014784.1",,1,4006,"2016-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/597/285/GCA_001597285.1_ASM159728v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/597/285/GCF_001597285.1_ASM159728v1",4106,"human","2017-04-12T00:00:00Z","representative",59
"Neisseria weaveri","Bacteria;Proteobacteria;Betaproteobacteria","NCTC13585","SAMEA3174300","PRJEB6403","GCA_900086555.1","Complete",2.1885,49,"chromosome 1:NZ_LT571436.1/LT571436.1",,1,1970,"2016-05-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/086/555/GCA_900086555.1_34903_D01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/086/555/GCF_900086555.1_34903_D01",2073,"human","2017-04-12T00:00:00Z","representative",55
"Borrelia hermsii HS1","Bacteria;Spirochaetes;Spirochaetia","HS1","SAMN04481062","PRJNA311246","GCA_001660005.1","Complete",1.39001,30.248,"chromosome:NZ_CP014349.1/CP014349.1; plasmid cp28:NZ_CP014351.1/CP014351.1; plasmid cp6.5:NZ_CP015335.1/CP015335.1; plasmid lpB58:NZ_CP014792.1/CP014792.1; plasmid lpE27:NZ_CP014871.1/CP014871.1; plasmid lpF27:NZ_CP015336.1/CP015336.1; plasmid lpG27:NZ_CP015334.1/CP015334.1; plasmid lpN31:NZ_CP015331.1/CP015331.1; plasmid lpT28:NZ_CP015332.1/CP015332.1; plasmid lpV47:NZ_CP015333.1/CP015333.1; plasmid megaplasmid:NZ_CP014350.1/CP014350.1",,12,1234,"2016-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/005/GCA_001660005.1_ASM166000v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/005/GCF_001660005.1_ASM166000v1",1336,"human","2017-04-10T00:00:00Z","representative",32
"Plesiomonas shigelloides","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC10360","SAMEA2665130","PRJEB6403","GCA_900087055.1","Complete",3.40598,52,"chromosome 1:NZ_LT575468.1/LT575468.1",,1,2871,"2016-06-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/087/055/GCA_900087055.1_31289_E01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/087/055/GCF_900087055.1_31289_E01",3038,"human","2017-04-12T00:00:00Z","representative",113
"Pantoea agglomerans","Bacteria;Proteobacteria;Gammaproteobacteria","C410P1","SAMN05444153","PRJNA335437","GCA_001709315.1","Complete",5.11524,55.0152,"chromosome:NZ_CP016889.1/CP016889.1; plasmid unnamed1:NZ_CP016890.1/CP016890.1; plasmid unnamed2:NZ_CP016891.1/CP016891.1; plasmid unnamed3:NZ_CP016892.1/CP016892.1",,4,4422,"2016-08-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/709/315/GCA_001709315.1_ASM170931v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/709/315/GCF_001709315.1_ASM170931v1",4847,"human","2017-04-05T00:00:00Z","representative",76
"Pandoraea pnomenusa","Bacteria;Proteobacteria;Betaproteobacteria","DSM 16536","SAMN03078809","PRJNA261997","GCA_000767615.3","Complete",5.38929,64.9,"chromosome:NZ_CP009553.3/CP009553.3",,1,4659,"2014-10-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/615/GCA_000767615.3_ASM76761v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/615/GCF_000767615.3_ASM76761v3",4834,"human","2017-04-05T00:00:00Z","representative",65
"Enterobacter hormaechei subsp. steigerwaltii","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 16691","SAMN05581751","PRJNA259658","GCA_001729725.1","Complete",4.78248,55.6,"chromosome:NZ_CP017179.1/CP017179.1",,1,4424,"2016-09-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/729/725/GCA_001729725.1_ASM172972v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/725/GCF_001729725.1_ASM172972v1",4648,"human","2019-01-28T00:00:00Z","representative",85
"Campylobacter curvus 525.92","Bacteria;Proteobacteria;delta/epsilon subdivisions","525.92","SAMN02604055","PRJNA17161","GCA_000017465.2","Complete",1.97127,44.5,"chromosome:NC_009715.2/CP000767.2",,1,1910,"2007-07-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/465/GCA_000017465.2_ASM1746v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/465/GCF_000017465.2_ASM1746v2",2012,"human","2017-04-13T00:00:00Z","representative",46
"Coxiella burnetii RSA 493","Bacteria;Proteobacteria;Gammaproteobacteria","RSA 493","SAMN02603970","PRJNA41","GCA_000007765.2","Complete",2.03281,42.6376,"chromosome:NC_002971.4/AE016828.3; plasmid pQpH1:NC_004704.2/AE016829.2",,2,1833,"2001-08-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/765/GCA_000007765.2_ASM776v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/765/GCF_000007765.2_ASM776v2",2085,"human","2017-10-04T00:00:00Z","reference",42
"Borreliella garinii","Bacteria;Spirochaetes;Spirochaetia","CIP 103362","SAMN05941958","PRJNA350560","GCA_001922545.1","Complete",1.15611,28.1739,"chromosome:NZ_CP018744.1/CP018744.1; plasmid cp26:NZ_CP018750.1/CP018750.1; plasmid cp32:NZ_CP018754.1/CP018754.1; plasmid cp32:NZ_CP018755.1/CP018755.1; plasmid lp28-7:NZ_CP018749.1/CP018749.1; plasmid p_lp54_linear:NZ_CP018745.1/CP018745.1; plasmid unnamed1:NZ_CP018746.1/CP018746.1; plasmid unnamed2:NZ_CP018747.1/CP018747.1; plasmid unnamed3:NZ_CP018748.1/CP018748.1; plasmid unnamed4:NZ_CP018751.1/CP018751.1; plasmid unnamed5:NZ_CP018752.1/CP018752.1; plasmid unnamed6:NZ_CP018753.1/CP018753.1",,12,1046,"2016-12-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/545/GCA_001922545.1_ASM192254v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/545/GCF_001922545.1_ASM192254v1",1151,"human","2017-06-19T00:00:00Z","representative",32
"Borrelia anserina Es","Bacteria;Spirochaetes;Spirochaetia","Es","SAMN04359737","PRJNA212123","GCA_001936255.1","Complete",1.04269,29.3728,"chromosome:NZ_CP013704.1/CP013704.1; plasmid cp5:NZ_CP014521.1/CP014521.1; plasmid fragment_4:NZ_CP018882.1/CP018882.1; plasmid lpA89:NZ_CP014325.1/CP014325.1; plasmid lpJ:NZ_CP014605.1/CP014605.1; plasmid pB25:NZ_CP014520.1/CP014520.1",,6,922,"2016-12-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/255/GCA_001936255.1_ASM193625v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/255/GCF_001936255.1_ASM193625v1",975,"human","2017-04-17T00:00:00Z","representative",32
"Roseomonas gilardii","Bacteria;Proteobacteria;Alphaproteobacteria","U14-5","SAMN04958682","PRJNA320863","GCA_001941945.1","Complete",5.41246,70.119,"chromosome 1:NZ_CP015583.1/CP015585.1; chromosome 2:NZ_CP015584.1/CP015584.1; plasmid 1:NZ_CP015585.1/CP015583.1; plasmid 2:NZ_CP015586.1/CP015584.1; plasmid 3:NZ_CP015587.1/CP015587.1",,5,4737,"2017-01-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/945/GCA_001941945.1_ASM194194v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/945/GCF_001941945.1_ASM194194v1",4892,"human","2017-04-17T00:00:00Z","representative",59
"Acinetobacter junii","Bacteria;Proteobacteria;Gammaproteobacteria","65","SAMN06198736","PRJNA359984","GCA_001941805.1","Complete",3.37831,38.6,"chromosome:NZ_CP019041.1/CP019041.1",,1,2967,"2017-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/805/GCA_001941805.1_ASM194180v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/805/GCF_001941805.1_ASM194180v1",3225,"human","2017-04-06T00:00:00Z","representative",74
"Acinetobacter soli","Bacteria;Proteobacteria;Gammaproteobacteria","GFJ2","SAMN05554081","PRJNA336080","GCA_001953195.1","Complete",3.63635,42.8246,"chromosome:NZ_CP016896.1/CP016896.1; plasmid pGFJ1:NZ_CP016897.1/CP016897.1; plasmid pGFJ2:NZ_CP016898.1/CP016898.1; plasmid pGFJ3:NZ_CP016899.1/CP016899.1; plasmid pGFJ4:NZ_CP016900.1/CP016900.1; plasmid pGFJ5:NZ_CP016901.1/CP016901.1; plasmid pGFJ6:NZ_CP016902.1/CP016902.1; plasmid pGFJ7:NZ_CP016903.1/CP016903.1",,8,3305,"2017-01-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/195/GCA_001953195.1_ASM195319v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/195/GCF_001953195.1_ASM195319v1",3451,"human","2017-04-06T00:00:00Z","representative",75
"Prevotella intermedia ATCC 25611 = DSM 20706","Bacteria;FCB group;Bacteroidetes/Chlorobi group","ATCC 25611","SAMN04529094","PRJNA313956","GCA_001953955.1","Complete",2.67417,43.4621,"chromosome I:NZ_CP019300.1/CP019300.1; chromosome II:NZ_CP019301.1/CP019301.1",,2,2183,"2017-01-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/955/GCA_001953955.1_ASM195395v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/955/GCF_001953955.1_ASM195395v1",2352,"human","2017-10-21T00:00:00Z","representative",52
"Streptococcus gallolyticus subsp. gallolyticus DSM 16831","Bacteria;Terrabacteria group;Firmicutes","DSM 16831","SAMN06140979","PRJNA357355","GCA_002000985.1","Complete",2.4929,37.7,"chromosome:NZ_CP018822.1/CP018822.1",,1,2341,"2017-02-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/985/GCA_002000985.1_ASM200098v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/985/GCF_002000985.1_ASM200098v1",2498,"human","2017-10-22T00:00:00Z","representative",70
"Campylobacter coli","Bacteria;Proteobacteria;delta/epsilon subdivisions","aerotolerant OR12","SAMN06456893","PRJNA302283","GCA_002024185.1","Complete",2.03392,30.8,"chromosome:NZ_CP019977.1/CP019977.1",,1,2058,"2017-03-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/024/185/GCA_002024185.1_ASM202418v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/185/GCF_002024185.1_ASM202418v1",2185,"human","2017-10-22T00:00:00Z","representative",44
"Mycobacterium colombiense CECT 3035","Bacteria;Terrabacteria group;Actinobacteria","CECT 3035","SAMN06760893","PRJNA383253","GCA_002105755.1","Complete",5.58164,68.1,"chromosome:NZ_CP020821.1/CP020821.1",,1,4940,"2017-04-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/755/GCA_002105755.1_ASM210575v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/755/GCF_002105755.1_ASM210575v1",5317,"human","2018-01-11T00:00:00Z","representative",47
"Borrelia turicatae 91E135","Bacteria;Spirochaetes;Spirochaetia","91E135","SAMN02603508","PRJNA13597","GCA_000012085.2","Complete",1.16536,29.4619,"chromosome:NC_008710.1/CP000049.1; plasmid cp31:NZ_CP019362.1/CP019362.1; plasmid cpD:NZ_CP019363.1/CP019363.1; plasmid lpB34:NZ_CP019364.1/CP019364.1; plasmid lpE43:NZ_CP019365.1/CP019365.1; plasmid lpF33.5:NZ_CP019366.1/CP019366.1; plasmid lpG29:NZ_CP019367.1/CP019367.1; plasmid lpT39:NZ_CP019368.1/CP019368.1; plasmid lpU43:NZ_CP019369.1/CP019369.1",,9,1051,"2006-12-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/085/GCA_000012085.2_ASM1208v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/085/GCF_000012085.2_ASM1208v2",1127,"human","2017-07-07T00:00:00Z","representative",32
"Vibrio vulnificus","Bacteria;Proteobacteria;Gammaproteobacteria","CECT 4999","SAMN04457466","PRJNA312018","GCA_002215135.1","Complete",5.16313,46.5303,"chromosome I:NZ_CP014636.1/CP014636.1; chromosome II:NZ_CP014637.1/CP014637.1; plasmid pR99:NZ_CP014638.1/CP014638.1",,3,4516,"2017-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/135/GCA_002215135.1_ASM221513v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/135/GCF_002215135.1_ASM221513v1",4878,"human","2017-10-22T00:00:00Z","representative",116
"Campylobacter sputorum bv. faecalis CCUG 20703","Bacteria;Proteobacteria;delta/epsilon subdivisions","CCUG 20703","SAMN03737989","PRJNA66805","GCA_002220735.1","Complete",1.75729,29.7,"chromosome:NZ_CP019683.1/CP019683.1",,1,1704,"2017-07-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/735/GCA_002220735.1_ASM222073v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/735/GCF_002220735.1_ASM222073v1",1795,"human","2017-07-21T00:00:00Z","representative",45
"Bacteroides caccae","Bacteria;FCB group;Bacteroidetes/Chlorobi group","ATCC 43185","SAMN07340701","PRJNA393727","GCA_002222615.2","Complete",4.5708,41.9,"chromosome:NZ_CP022412.2/CP022412.2",,1,3550,"2017-07-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/222/615/GCA_002222615.2_ASM222261v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/222/615/GCF_002222615.2_ASM222261v2",3743,"human","2017-09-20T00:00:00Z","representative",71
"Granulibacter bethesdensis CGDNIH1","Bacteria;Proteobacteria;Alphaproteobacteria","CGDNIH1","SAMN02603769","PRJNA17111","GCA_000014285.2","Complete",2.70843,59.1,"chromosome:NC_008343.2/CP000394.2",,1,2384,"2006-09-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/285/GCA_000014285.2_ASM1428v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/285/GCF_000014285.2_ASM1428v2",2471,"human","2017-10-07T00:00:00Z","representative",52
"Clostridioides difficile 630","Bacteria;Terrabacteria group;Firmicutes","630","SAMEA1705932","PRJNA78","GCA_000009205.2","Complete",4.29813,29.0978,"chromosome:NC_009089.1/AM180355.1; plasmid pCD630:NC_008226.2/AM180356.2",,2,3766,"2006-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/205/GCA_000009205.2_ASM920v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/205/GCF_000009205.2_ASM920v2",3981,"human","2016-11-17T00:00:00Z","reference",87
"Vibrio fluvialis","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 33809","SAMN03996321","PRJNA231221","GCA_001558415.2","Complete",4.82773,49.8961,"chromosome 1:NZ_CP014034.2/CP014034.2; chromosome 2:NZ_CP014035.2/CP014035.2",,2,4338,"2016-02-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/415/GCA_001558415.2_ASM155841v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/415/GCF_001558415.2_ASM155841v2",4526,"human","2019-01-23T00:00:00Z","representative",108
"Staphylococcus pettenkoferi","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_288","SAMN06173301","PRJNA231221","GCA_002208805.2","Complete",2.50236,38.9,"chromosome:NZ_CP022096.2/CP022096.2",,1,2272,"2017-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/805/GCA_002208805.2_ASM220880v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/805/GCF_002208805.2_ASM220880v2",2384,"human","2019-02-01T00:00:00Z","representative",58
"Staphylococcus sciuri","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_285","SAMN06173298","PRJNA231221","GCA_002209165.2","Complete",2.85381,32.5088,"chromosome:NZ_CP022046.2/CP022046.2; plasmid unnamed1:NZ_CP022047.2/CP022047.2",,2,2707,"2017-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/165/GCA_002209165.2_ASM220916v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/165/GCF_002209165.2_ASM220916v2",2811,"human","2019-02-01T00:00:00Z","representative",57
"Mycobacterium tuberculosis variant bovis AF2122/97","Bacteria;Terrabacteria group;Actinobacteria","AF2122/97","SAMEA20450668","PRJEB15187","GCA_000195835.2","Complete",4.3499,65.6,"chromosome Mycobacterium_bovis_AF2122/97:NC_002945.4/LT708304.1",,1,3988,"2001-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/835/GCA_000195835.2_ASM19583v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/835/GCF_000195835.2_ASM19583v2",4043,"human","2018-09-11T00:00:00Z","reference",45
"Pseudomonas putida KT2440","Bacteria;Proteobacteria;Gammaproteobacteria","KT2440","SAMN02603999","PRJNA267","GCA_000007565.2","Complete",6.18187,61.5,"chromosome:NC_002947.4/AE015451.2",,1,5564,"2002-02-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/565/GCA_000007565.2_ASM756v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/565/GCF_000007565.2_ASM756v2",5786,"human","2016-08-03T00:00:00Z","reference",75
